Imagen/danno,siniestro,ligero,moderado,fuerte,roof,sun roof,windshield,outside mirror,windshield wiper,hood,grill,head light,bumper,license plate,indicator light,front fender,shield,wheel,hub cap,door,door handle,window,roof post,quarter window,back fender,tail light,trunk,rearview mirror,window frame,seat,steering wheel,windshield washer,air filter,battery,distributor,radiator,alternator,oil filter,disk brake,muffler,transmission,spare wheel
6295.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6307.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6312.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6319.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6322.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6323.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6327.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6337.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6347.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6348.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6349.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6352.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6353.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6354.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6356.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6359.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6362.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6367.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6368.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6369.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6374.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6377.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6380.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6397.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6399.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6402.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6409.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6418.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6424.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6427.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6428.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6430.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6438.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6439.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6440.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6442.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6443.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6444.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6448.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6454.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6456.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6458.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6460.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6461.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6462.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6465.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6466.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6467.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6468.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6470.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6471.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6472.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6474.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6475.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6476.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6477.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6478.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6479.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6480.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6481.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6482.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6483.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6485.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6486.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6487.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6489.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6491.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6492.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6493.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6494.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6495.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6496.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6497.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6498.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6510.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6511.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6513.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6514.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6515.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6516.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6517.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6518.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6519.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6520.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6521.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6523.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6524.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6526.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6528.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6530.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6531.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6532.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6534.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6536.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6542.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6543.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6544.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6546.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6547.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6548.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6549.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6550.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6551.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6553.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6554.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6555.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6557.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
